OFFSETS ,"['12.74', '65.86', '7.38']"
OFFSETS ,"['41.76', '30.11', '40.44']"
GREENS ,"['25.90', '45.77', '2.81', '54.12']"
LAST_GREENS ,"['34.60', '18.41', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['41.86', '29.30', '40.41']"
GREENS ,"['26.63', '45.91', '3.91', '54.12']"
LAST_GREENS ,"['33.87', '17.18', '14.88']"
RESULTS:,11.56,10.98,8.00

OFFSETS ,"['41.86', '30.06', '40.44']"
GREENS ,"['26.75', '45.91', '2.83', '54.12']"
LAST_GREENS ,"['33.75', '18.26', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['25.35', '30.08', '40.41']"
GREENS ,"['25.87', '45.91', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.26', '14.88']"
RESULTS:,10.17,9.21,8.33

OFFSETS ,"['42.87', '30.12', '40.41']"
GREENS ,"['26.32', '45.77', '3.47', '54.13']"
LAST_GREENS ,"['34.18', '17.76', '14.87']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['25.92', '30.03', '40.41']"
GREENS ,"['40.57', '45.87', '2.84', '54.13']"
LAST_GREENS ,"['19.93', '18.29', '14.87']"
RESULTS:,9.76,8.65,7.67

OFFSETS ,"['26.09', '42.41', '40.41']"
GREENS ,"['40.56', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.94', '17.23', '14.83']"
RESULTS:,8.81,8.19,9.33

OFFSETS ,"['26.22', '29.32', '40.44']"
GREENS ,"['40.58', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.92', '17.18', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.92', '42.31', '40.41']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,8.81,8.19,9.33

OFFSETS ,"['41.87', '30.04', '40.41']"
GREENS ,"['25.99', '45.77', '2.84', '54.12']"
LAST_GREENS ,"['34.51', '18.39', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['42.52', '30.12', '40.44']"
GREENS ,"['26.40', '45.76', '3.48', '54.12']"
LAST_GREENS ,"['34.10', '17.76', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.49', '30.04', '40.44']"
GREENS ,"['25.87', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.27', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['26.48', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['34.02', '18.30', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['42.52', '43.35', '40.41']"
GREENS ,"['41.35', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.15', '18.30', '14.88']"
RESULTS:,8.86,8.25,9.33

OFFSETS ,"['42.90', '29.30', '40.44']"
GREENS ,"['25.99', '45.77', '3.46', '54.17']"
LAST_GREENS ,"['34.51', '17.77', '14.83']"
RESULTS:,11.12,10.18,8.00

OFFSETS ,"['41.86', '30.06', '39.11']"
GREENS ,"['26.74', '45.91', '2.83', '54.17']"
LAST_GREENS ,"['33.76', '18.26', '14.83']"
RESULTS:,9.38,8.47,7.67

OFFSETS ,"['42.87', '30.04', '40.41']"
GREENS ,"['25.98', '45.77', '3.46', '54.13']"
LAST_GREENS ,"['34.52', '17.77', '14.87']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['41.92', '30.12', '40.41']"
GREENS ,"['26.31', '45.77', '2.85', '54.17']"
LAST_GREENS ,"['34.19', '18.38', '14.83']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['25.88', '29.29', '40.41']"
GREENS ,"['40.57', '45.87', '2.85', '54.17']"
LAST_GREENS ,"['19.93', '18.28', '14.83']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['42.51', '30.06', '40.44']"
GREENS ,"['26.75', '45.91', '2.17', '54.12']"
LAST_GREENS ,"['33.75', '18.92', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['26.22', '29.32', '40.44']"
GREENS ,"['40.58', '45.87', '3.94', '54.17']"
LAST_GREENS ,"['19.92', '17.19', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '30.12', '40.44']"
GREENS ,"['26.07', '45.90', '3.48', '54.12']"
LAST_GREENS ,"['34.43', '17.62', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['26.22', '29.32', '40.44']"
GREENS ,"['40.58', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.92', '17.18', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '30.58', '40.41']"
GREENS ,"['26.31', '45.77', '2.79', '54.17']"
LAST_GREENS ,"['34.19', '18.43', '14.83']"
RESULTS:,9.94,9.08,7.67

OFFSETS ,"['42.50', '42.64', '40.44']"
GREENS ,"['41.41', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.09', '18.30', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['41.96', '30.06', '40.44']"
GREENS ,"['25.97', '45.76', '3.46', '54.12']"
LAST_GREENS ,"['34.53', '17.79', '14.88']"
RESULTS:,9.71,8.88,7.67

OFFSETS ,"['42.87', '30.22', '40.41']"
GREENS ,"['26.33', '45.78', '2.84', '54.12']"
LAST_GREENS ,"['34.17', '18.38', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.50', '30.06', '40.44']"
GREENS ,"['41.94', '45.91', '2.17', '54.12']"
LAST_GREENS ,"['18.56', '18.92', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['25.97', '29.47', '40.44']"
GREENS ,"['26.31', '45.77', '3.93', '54.12']"
LAST_GREENS ,"['34.19', '17.30', '14.88']"
RESULTS:,11.17,10.26,7.67

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.21', '45.90', '2.83', '54.17']"
LAST_GREENS ,"['20.29', '18.27', '14.83']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['42.87', '30.04', '40.41']"
GREENS ,"['25.98', '45.89', '3.46', '54.13']"
LAST_GREENS ,"['34.52', '17.65', '14.87']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.81', '30.20', '40.41']"
GREENS ,"['40.66', '45.87', '2.81', '54.17']"
LAST_GREENS ,"['19.84', '18.31', '14.83']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['25.98', '29.32', '40.44']"
GREENS ,"['26.87', '45.87', '3.89', '54.12']"
LAST_GREENS ,"['33.63', '17.25', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['25.44', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['35.06', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.98', '29.32', '40.44']"
GREENS ,"['26.87', '45.87', '3.89', '54.12']"
LAST_GREENS ,"['33.63', '17.24', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '42.63', '40.44']"
GREENS ,"['25.42', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['35.08', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.51', '43.23', '40.41']"
GREENS ,"['41.36', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.14', '18.30', '14.88']"
RESULTS:,9.97,8.97,10.33

OFFSETS ,"['25.81', '42.90', '40.44']"
GREENS ,"['25.44', '45.87', '2.84', '54.12']"
LAST_GREENS ,"['35.06', '18.29', '14.88']"
RESULTS:,9.53,8.49,9.00

OFFSETS ,"['26.32', '30.06', '40.44']"
GREENS ,"['40.45', '45.87', '2.23', '54.17']"
LAST_GREENS ,"['20.05', '18.90', '14.83']"
RESULTS:,9.98,8.86,7.67

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.58', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.92', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.74', '40.44']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['26.13', '43.02', '40.44']"
GREENS ,"['25.44', '45.90', '2.84', '54.18']"
LAST_GREENS ,"['35.06', '18.26', '14.82']"
RESULTS:,9.53,8.49,9.00

OFFSETS ,"['25.97', '42.64', '40.44']"
GREENS ,"['26.22', '45.90', '2.74', '54.12']"
LAST_GREENS ,"['34.28', '18.36', '14.88']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['42.51', '42.53', '40.44']"
GREENS ,"['41.23', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.27', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.75', '29.34', '40.44']"
GREENS ,"['28.28', '45.87', '2.23', '54.13']"
LAST_GREENS ,"['32.22', '18.90', '14.87']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['42.60', '29.32', '40.44']"
GREENS ,"['40.58', '45.87', '3.95', '54.12']"
LAST_GREENS ,"['19.92', '17.18', '14.88']"
RESULTS:,10.83,10.08,7.33

OFFSETS ,"['42.52', '29.32', '40.44']"
GREENS ,"['26.87', '45.87', '3.94', '54.12']"
LAST_GREENS ,"['33.63', '17.19', '14.88']"
RESULTS:,10.34,9.53,7.67

OFFSETS ,"['25.91', '29.45', '40.44']"
GREENS ,"['40.71', '45.87', '2.78', '54.17']"
LAST_GREENS ,"['19.79', '18.35', '14.83']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['41.24', '45.78', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.42', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.91', '29.45', '40.41']"
GREENS ,"['40.66', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.84', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['41.26', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.24', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.55', '40.44']"
GREENS ,"['40.89', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['19.61', '18.27', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.75', '30.06', '40.44']"
GREENS ,"['40.45', '45.91', '3.88', '54.17']"
LAST_GREENS ,"['20.05', '17.22', '14.83']"
RESULTS:,9.97,9.36,7.67

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['24.40', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['36.10', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.99', '40.44']"
GREENS ,"['41.29', '45.90', '2.83', '54.17']"
LAST_GREENS ,"['19.21', '18.27', '14.83']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.13']"
LAST_GREENS ,"['19.61', '18.95', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.50', '42.83', '40.44']"
GREENS ,"['40.46', '45.90', '2.23', '54.13']"
LAST_GREENS ,"['20.04', '18.87', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.59', '45.87', '2.25', '54.17']"
LAST_GREENS ,"['19.91', '18.88', '14.83']"
RESULTS:,10.29,9.14,7.67

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.66', '42.53', '40.41']"
GREENS ,"['40.67', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.83', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['41.24', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.26', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['26.22', '29.32', '40.45']"
GREENS ,"['39.80', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['20.70', '17.18', '14.83']"
RESULTS:,10.57,9.69,8.00

OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['40.61', '45.87', '3.88', '54.16']"
LAST_GREENS ,"['19.89', '17.25', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '29.14', '40.44']"
GREENS ,"['40.68', '45.90', '2.74', '54.13']"
LAST_GREENS ,"['19.82', '18.36', '14.87']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['41.19', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.31', '18.92', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.91', '42.84', '40.41']"
GREENS ,"['41.22', '45.87', '3.96', '54.17']"
LAST_GREENS ,"['19.28', '17.17', '14.83']"
RESULTS:,9.83,9.01,9.33

OFFSETS ,"['42.51', '30.06', '40.44']"
GREENS ,"['40.89', '45.90', '2.15', '54.17']"
LAST_GREENS ,"['19.61', '18.95', '14.83']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.91', '29.56', '40.41']"
GREENS ,"['27.04', '45.87', '2.15', '54.17']"
LAST_GREENS ,"['33.46', '18.98', '14.83']"
RESULTS:,10.46,9.24,7.67

OFFSETS ,"['42.51', '30.06', '40.41']"
GREENS ,"['40.58', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.92', '18.93', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '29.48', '40.41']"
GREENS ,"['27.57', '45.90', '3.91', '54.12']"
LAST_GREENS ,"['32.93', '17.19', '14.88']"
RESULTS:,10.83,10.08,7.33

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.58', '45.87', '3.88', '54.17']"
LAST_GREENS ,"['19.92', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['19.61', '18.30', '14.83']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '42.36', '40.44']"
GREENS ,"['40.11', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.15', '42.19', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,8.53,7.98,10.00

OFFSETS ,"['25.91', '29.45', '40.41']"
GREENS ,"['25.57', '45.90', '3.99', '54.17']"
LAST_GREENS ,"['34.93', '17.11', '14.83']"
RESULTS:,11.17,10.26,7.67

OFFSETS ,"['42.51', '30.40', '40.44']"
GREENS ,"['40.29', '45.90', '2.78', '54.12']"
LAST_GREENS ,"['20.21', '18.32', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.52', '30.80', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,9.94,9.08,7.67

OFFSETS ,"['42.52', '42.34', '40.44']"
GREENS ,"['41.26', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.24', '18.26', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['42.51', '30.06', '40.44']"
GREENS ,"['41.76', '45.91', '2.15', '54.17']"
LAST_GREENS ,"['18.74', '18.95', '14.83']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['19.61', '18.30', '14.83']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.31', '40.50']"
GREENS ,"['40.61', '45.91', '3.88', '54.16']"
LAST_GREENS ,"['19.89', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.25', '54.13']"
LAST_GREENS ,"['32.64', '18.85', '14.87']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['32.93', '18.30', '14.83']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.73', '30.40', '40.44']"
GREENS ,"['26.99', '45.91', '2.17', '54.12']"
LAST_GREENS ,"['33.51', '18.92', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.92', '41.65', '40.50']"
GREENS ,"['40.61', '45.90', '3.87', '54.12']"
LAST_GREENS ,"['19.89', '17.22', '14.88']"
RESULTS:,12.88,11.86,8.67

OFFSETS ,"['25.92', '29.38', '40.50']"
GREENS ,"['40.61', '45.87', '3.88', '54.12']"
LAST_GREENS ,"['19.89', '17.25', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.36', '40.44']"
GREENS ,"['40.11', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['32.93', '18.30', '14.83']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.36', '40.44']"
GREENS ,"['40.11', '45.90', '2.79', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '29.30', '40.41']"
GREENS ,"['27.86', '45.91', '4.06', '54.13']"
LAST_GREENS ,"['32.64', '17.03', '14.87']"
RESULTS:,10.34,9.53,7.67

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['27.57', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['32.93', '18.30', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.91', '29.50', '40.41']"
GREENS ,"['41.02', '45.90', '3.95', '54.17']"
LAST_GREENS ,"['19.48', '17.15', '14.83']"
RESULTS:,10.57,9.69,8.00

OFFSETS ,"['42.50', '29.38', '40.50']"
GREENS ,"['40.61', '45.87', '2.81', '54.12']"
LAST_GREENS ,"['19.89', '18.32', '14.88']"
RESULTS:,9.31,8.52,7.67

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['41.04', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.46', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['40.53', '45.91', '2.13', '54.12']"
LAST_GREENS ,"['19.97', '18.96', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['19.61', '18.30', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.22', '40.50']"
GREENS ,"['40.61', '45.90', '3.88', '54.12']"
LAST_GREENS ,"['19.89', '17.21', '14.88']"
RESULTS:,9.81,8.64,7.67

OFFSETS ,"['42.52', '42.36', '40.44']"
GREENS ,"['39.67', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['20.83', '18.95', '14.88']"
RESULTS:,8.42,7.93,10.33

OFFSETS ,"['42.52', '42.72', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.26', '14.87']"
RESULTS:,8.71,8.19,10.00

OFFSETS ,"['42.52', '42.64', '40.44']"
GREENS ,"['26.95', '45.90', '2.87', '54.12']"
LAST_GREENS ,"['33.55', '18.22', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '42.27', '40.44']"
GREENS ,"['40.11', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['20.39', '18.93', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.64', '40.44']"
GREENS ,"['26.95', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['33.55', '18.26', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '43.00', '40.44']"
GREENS ,"['40.11', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['26.06', '29.31', '40.50']"
GREENS ,"['40.37', '45.90', '3.88', '54.16']"
LAST_GREENS ,"['20.13', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '30.28', '40.41']"
GREENS ,"['27.34', '45.91', '2.84', '54.12']"
LAST_GREENS ,"['33.16', '18.26', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['29.78', '29.31', '54.42']"
GREENS ,"['40.37', '45.87', '2.83', '52.06']"
LAST_GREENS ,"['20.13', '18.30', '16.94']"
RESULTS:,14.83,12.93,10.33

OFFSETS ,"['25.82', '29.01', '40.44']"
GREENS ,"['40.62', '45.87', '2.21', '54.12']"
LAST_GREENS ,"['19.88', '18.92', '14.88']"
RESULTS:,10.29,9.14,7.67

OFFSETS ,"['25.81', '43.02', '40.44']"
GREENS ,"['27.57', '45.90', '3.83', '54.12']"
LAST_GREENS ,"['32.93', '17.27', '14.88']"
RESULTS:,9.97,8.97,10.33

OFFSETS ,"['42.52', '42.64', '40.44']"
GREENS ,"['26.95', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['33.55', '18.26', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.58', '40.44']"
GREENS ,"['27.86', '45.91', '2.25', '54.12']"
LAST_GREENS ,"['32.64', '18.84', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['41.64', '43.15', '40.41']"
GREENS ,"['27.57', '45.87', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.29', '14.87']"
RESULTS:,8.26,7.65,10.00

OFFSETS ,"['42.52', '42.33', '40.44']"
GREENS ,"['41.26', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.24', '18.26', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['42.51', '42.92', '40.41']"
GREENS ,"['40.58', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.92', '18.93', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.18', '40.41']"
GREENS ,"['40.43', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['20.07', '18.26', '14.87']"
RESULTS:,8.60,7.98,9.00

OFFSETS ,"['42.51', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.26', '54.12']"
LAST_GREENS ,"['32.64', '18.83', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.16', '40.41']"
GREENS ,"['40.75', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['19.75', '18.95', '14.88']"
RESULTS:,8.42,7.93,10.33

OFFSETS ,"['42.52', '43.11', '40.41']"
GREENS ,"['39.88', '45.87', '2.83', '54.13']"
LAST_GREENS ,"['20.62', '18.30', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.10', '29.27', '40.41']"
GREENS ,"['40.37', '45.91', '3.88', '54.16']"
LAST_GREENS ,"['20.13', '17.21', '14.84']"
RESULTS:,10.24,9.46,7.33

OFFSETS ,"['25.92', '29.31', '40.50']"
GREENS ,"['27.49', '45.87', '2.78', '54.13']"
LAST_GREENS ,"['33.01', '18.35', '14.87']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['42.52', '42.54', '40.41']"
GREENS ,"['28.14', '45.87', '2.86', '54.12']"
LAST_GREENS ,"['32.36', '18.27', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '30.50', '40.41']"
GREENS ,"['27.86', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['32.64', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['26.06', '29.31', '40.50']"
GREENS ,"['40.37', '45.91', '2.11', '54.16']"
LAST_GREENS ,"['20.13', '18.98', '14.84']"
RESULTS:,10.29,9.14,7.67

OFFSETS ,"['42.51', '30.64', '40.41']"
GREENS ,"['28.01', '45.90', '2.85', '54.12']"
LAST_GREENS ,"['32.49', '18.25', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.59', '45.90', '2.26', '54.12']"
LAST_GREENS ,"['32.91', '18.84', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.91', '2.25', '54.13']"
LAST_GREENS ,"['32.93', '18.85', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['40.08', '45.90', '2.84', '54.13']"
