OFFSETS ,"['2.05', '50.29', '31.30']"
OFFSETS ,"['42.87', '30.12', '40.41']"
GREENS ,"['26.31', '45.77', '3.47', '54.17']"
LAST_GREENS ,"['34.19', '17.76', '14.83']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.52', '29.51', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,11.12,10.18,8.00

OFFSETS ,"['25.62', '29.44', '40.41']"
GREENS ,"['26.31', '45.77', '3.47', '54.17']"
LAST_GREENS ,"['34.19', '17.76', '14.83']"
RESULTS:,10.52,9.49,7.67

OFFSETS ,"['43.26', '29.32', '40.44']"
GREENS ,"['40.58', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.92', '17.18', '14.83']"
RESULTS:,10.54,9.75,7.67

OFFSETS ,"['42.56', '43.02', '40.44']"
GREENS ,"['25.44', '45.90', '3.90', '54.13']"
LAST_GREENS ,"['35.06', '17.20', '14.87']"
RESULTS:,8.60,7.98,9.00

OFFSETS ,"['41.87', '43.00', '40.41']"
GREENS ,"['41.35', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.15', '18.26', '14.88']"
RESULTS:,8.26,7.65,10.00

OFFSETS ,"['26.22', '29.39', '40.41']"
GREENS ,"['40.59', '45.87', '2.79', '54.17']"
LAST_GREENS ,"['19.91', '18.34', '14.83']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.58', '45.87', '3.90', '54.12']"
LAST_GREENS ,"['19.92', '17.23', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['41.87', '43.41', '40.41']"
GREENS ,"['40.58', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.92', '18.26', '14.88']"
RESULTS:,9.36,8.86,9.67

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['41.24', '45.78', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.43', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.75', '30.06', '40.44']"
GREENS ,"['40.45', '45.91', '2.23', '54.17']"
LAST_GREENS ,"['20.05', '18.86', '14.83']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.50', '42.64', '40.41']"
GREENS ,"['41.41', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.09', '18.30', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['41.87', '43.00', '40.41']"
GREENS ,"['41.34', '45.90', '2.84', '54.17']"
LAST_GREENS ,"['19.16', '18.26', '14.83']"
RESULTS:,8.26,7.65,10.00

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['25.43', '45.90', '2.85', '54.12']"
LAST_GREENS ,"['35.07', '18.25', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['26.22', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['34.28', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['41.87', '30.05', '40.41']"
GREENS ,"['24.61', '45.77', '3.47', '54.12']"
LAST_GREENS ,"['35.89', '17.76', '14.88']"
RESULTS:,9.71,8.88,7.67

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['41.36', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.14', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['26.32', '43.02', '40.44']"
GREENS ,"['40.68', '45.87', '3.99', '54.17']"
LAST_GREENS ,"['19.82', '17.14', '14.83']"
RESULTS:,10.85,9.90,9.00

OFFSETS ,"['42.62', '29.41', '40.41']"
GREENS ,"['40.57', '45.90', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.19', '14.83']"
RESULTS:,10.83,10.08,7.33

OFFSETS ,"['42.50', '42.46', '40.44']"
GREENS ,"['41.23', '45.87', '2.80', '54.12']"
LAST_GREENS ,"['19.27', '18.33', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.03', '40.44']"
GREENS ,"['26.23', '45.90', '2.85', '54.12']"
LAST_GREENS ,"['34.27', '18.25', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['42.93', '29.10', '40.41']"
GREENS ,"['40.58', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.92', '17.19', '14.83']"
RESULTS:,10.34,9.53,7.67

OFFSETS ,"['25.89', '29.32', '40.44']"
GREENS ,"['26.87', '45.90', '2.81', '54.12']"
LAST_GREENS ,"['33.63', '18.29', '14.88']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['26.42', '29.56', '40.44']"
GREENS ,"['26.87', '45.87', '3.89', '54.12']"
LAST_GREENS ,"['33.63', '17.24', '14.88']"
RESULTS:,10.57,9.69,8.00

OFFSETS ,"['25.91', '29.45', '40.41']"
GREENS ,"['40.66', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.84', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '43.02', '40.44']"
GREENS ,"['42.27', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['18.23', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '43.01', '40.44']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['41.19', '45.90', '3.91', '54.12']"
LAST_GREENS ,"['19.31', '17.19', '14.88']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['42.52', '42.54', '40.41']"
GREENS ,"['41.36', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.14', '18.26', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['43.00', '29.29', '40.41']"
GREENS ,"['40.58', '45.87', '2.76', '54.12']"
LAST_GREENS ,"['19.92', '18.37', '14.88']"
RESULTS:,10.18,9.52,7.33

OFFSETS ,"['42.23', '42.53', '40.44']"
GREENS ,"['40.66', '45.78', '2.83', '54.12']"
LAST_GREENS ,"['19.84', '18.39', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['42.51', '42.74', '40.44']"
GREENS ,"['41.20', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.30', '18.93', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.97', '42.89', '40.44']"
GREENS ,"['39.92', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['20.58', '18.30', '14.83']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['26.67', '28.92', '40.41']"
GREENS ,"['40.58', '45.87', '3.89', '54.13']"
LAST_GREENS ,"['19.92', '17.24', '14.87']"
RESULTS:,10.19,9.02,8.00

OFFSETS ,"['42.52', '42.98', '40.44']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '29.34', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['26.98', '43.02', '40.44']"
GREENS ,"['25.63', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['34.87', '18.26', '14.88']"
RESULTS:,8.95,8.18,9.67

OFFSETS ,"['26.14', '29.15', '40.41']"
GREENS ,"['40.92', '45.90', '4.00', '54.17']"
LAST_GREENS ,"['19.58', '17.10', '14.83']"
RESULTS:,10.12,9.19,7.67

OFFSETS ,"['42.51', '29.97', '40.44']"
GREENS ,"['40.45', '45.90', '2.16', '54.17']"
LAST_GREENS ,"['20.05', '18.94', '14.83']"
RESULTS:,9.50,8.58,8.00

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.82', '45.90', '3.89', '54.13']"
LAST_GREENS ,"['19.68', '17.21', '14.87']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['42.59', '42.71', '40.44']"
GREENS ,"['40.56', '45.87', '2.75', '54.13']"
LAST_GREENS ,"['19.94', '18.38', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['27.06', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['33.44', '18.94', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '33.30', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '53.31']"
LAST_GREENS ,"['32.93', '18.26', '15.69']"
RESULTS:,9.70,8.86,9.00

OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['40.61', '45.87', '3.88', '54.16']"
LAST_GREENS ,"['19.89', '17.25', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '43.04', '40.44']"
GREENS ,"['40.11', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.61', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.58', '45.87', '3.90', '54.12']"
LAST_GREENS ,"['19.92', '17.23', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['40.53', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['19.97', '18.97', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['27.35', '45.91', '2.19', '54.12']"
LAST_GREENS ,"['33.15', '18.90', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['26.48', '29.38', '40.41']"
GREENS ,"['26.96', '45.87', '2.84', '54.13']"
LAST_GREENS ,"['33.54', '18.29', '14.87']"
RESULTS:,10.35,9.32,8.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['26.84', '45.90', '2.16', '54.12']"
LAST_GREENS ,"['33.66', '18.94', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.64', '40.44']"
GREENS ,"['26.95', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['33.55', '18.26', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.61', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '29.00', '40.44']"
GREENS ,"['40.11', '45.87', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.33', '14.88']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['42.51', '30.35', '40.44']"
GREENS ,"['26.39', '45.91', '2.21', '54.12']"
LAST_GREENS ,"['34.11', '18.88', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.94', '42.36', '40.44']"
GREENS ,"['40.11', '45.90', '3.87', '54.12']"
LAST_GREENS ,"['20.39', '17.23', '14.88']"
RESULTS:,10.34,9.59,8.67

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '43.00', '40.41']"
GREENS ,"['40.11', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '30.06', '40.41']"
GREENS ,"['27.34', '45.91', '2.25', '54.12']"
LAST_GREENS ,"['33.16', '18.84', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.92', '29.31', '40.50']"
GREENS ,"['40.37', '45.87', '3.88', '54.16']"
LAST_GREENS ,"['20.13', '17.25', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.64', '40.44']"
GREENS ,"['26.95', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['33.55', '18.26', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.95', '28.96', '40.44']"
GREENS ,"['40.61', '45.87', '3.88', '54.12']"
LAST_GREENS ,"['19.89', '17.25', '14.88']"
RESULTS:,9.81,8.64,7.67

OFFSETS ,"['42.51', '42.52', '40.44']"
GREENS ,"['39.92', '45.90', '2.79', '54.13']"
LAST_GREENS ,"['20.58', '18.31', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['27.57', '45.90', '3.89', '54.16']"
LAST_GREENS ,"['32.93', '17.21', '14.84']"
RESULTS:,8.60,7.98,9.00

OFFSETS ,"['42.61', '42.90', '40.50']"
GREENS ,"['39.90', '45.90', '3.82', '54.12']"
LAST_GREENS ,"['20.60', '17.28', '14.88']"
RESULTS:,9.67,9.01,10.00

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.92', '29.38', '40.50']"
GREENS ,"['40.61', '45.87', '2.77', '54.12']"
LAST_GREENS ,"['19.89', '18.36', '14.88']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['42.51', '29.85', '40.41']"
GREENS ,"['40.19', '45.90', '3.88', '54.13']"
LAST_GREENS ,"['20.31', '17.22', '14.87']"
RESULTS:,10.83,10.08,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.61', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.31', '40.50']"
GREENS ,"['40.37', '45.87', '3.92', '54.16']"
LAST_GREENS ,"['20.13', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.73', '40.41']"
GREENS ,"['27.87', '45.87', '2.21', '54.13']"
LAST_GREENS ,"['32.63', '18.92', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.81', '54.13']"
LAST_GREENS ,"['19.61', '18.29', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.61', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.18', '54.12']"
LAST_GREENS ,"['19.61', '18.91', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.92', '29.31', '40.50']"
GREENS ,"['40.37', '45.87', '3.92', '54.16']"
LAST_GREENS ,"['20.13', '17.22', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.91', '3.85', '54.13']"
LAST_GREENS ,"['19.61', '17.24', '14.87']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['25.92', '29.31', '40.44']"
GREENS ,"['40.37', '45.90', '3.88', '54.12']"
LAST_GREENS ,"['20.13', '17.21', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.25', '54.12']"
LAST_GREENS ,"['32.64', '18.85', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['26.06', '29.31', '40.50']"
GREENS ,"['40.37', '45.91', '3.88', '54.16']"
LAST_GREENS ,"['20.13', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.91', '29.56', '40.41']"
GREENS ,"['26.96', '45.90', '2.83', '54.13']"
LAST_GREENS ,"['33.54', '18.27', '14.87']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['25.91', '30.25', '40.41']"
GREENS ,"['27.86', '45.91', '2.28', '54.13']"
LAST_GREENS ,"['32.64', '18.81', '14.87']"
RESULTS:,9.76,8.65,7.67

OFFSETS ,"['42.52', '42.39', '40.41']"
GREENS ,"['40.91', '45.91', '2.12', '54.13']"
LAST_GREENS ,"['19.59', '18.98', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['27.91', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.59', '18.26', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.37', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['19.61', '18.96', '14.88']"
RESULTS:,8.28,7.62,9.33

OFFSETS ,"['26.48', '42.96', '40.41']"
GREENS ,"['40.58', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.92', '18.93', '14.88']"
RESULTS:,9.03,8.15,8.67

OFFSETS ,"['42.52', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.25', '54.12']"
LAST_GREENS ,"['32.64', '18.84', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['43.21', '29.31', '40.50']"
GREENS ,"['40.37', '45.91', '3.89', '54.16']"
LAST_GREENS ,"['20.13', '17.20', '14.84']"
RESULTS:,10.54,9.75,7.67

OFFSETS ,"['25.92', '29.21', '40.50']"
GREENS ,"['28.06', '45.87', '3.93', '54.16']"
LAST_GREENS ,"['32.44', '17.20', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.81', '54.12']"
LAST_GREENS ,"['19.61', '18.29', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '30.26', '40.41']"
GREENS ,"['27.84', '45.91', '2.84', '54.13']"
LAST_GREENS ,"['32.66', '18.25', '14.87']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.51', '42.92', '40.41']"
GREENS ,"['40.58', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.92', '18.93', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.91', '29.21', '40.49']"
GREENS ,"['28.05', '45.90', '3.92', '54.13']"
LAST_GREENS ,"['32.45', '17.17', '14.87']"
RESULTS:,10.34,9.53,7.67

OFFSETS ,"['42.38', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['32.93', '18.29', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '3.89', '54.12']"
LAST_GREENS ,"['19.61', '17.21', '14.88']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.25', '54.13']"
LAST_GREENS ,"['32.93', '18.84', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.89', '40.41']"
GREENS ,"['40.87', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.63', '18.29', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['43.42', '42.71', '40.41']"
GREENS ,"['40.89', '45.90', '3.96', '54.12']"
LAST_GREENS ,"['19.61', '17.14', '14.88']"
RESULTS:,9.09,8.53,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.95', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.55', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '30.66', '40.41']"
GREENS ,"['40.88', '45.90', '2.81', '54.12']"
LAST_GREENS ,"['19.62', '18.29', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['25.92', '29.31', '40.41']"
GREENS ,"['40.37', '45.87', '3.95', '54.16']"
LAST_GREENS ,"['20.13', '17.18', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '30.50', '40.41']"
GREENS ,"['27.81', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['32.69', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.51', '42.92', '40.41']"
GREENS ,"['40.58', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.92', '18.93', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.39', '42.53', '40.41']"
GREENS ,"['42.67', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['17.83', '18.96', '14.88']"
RESULTS:,8.58,8.00,9.00

OFFSETS ,"['42.59', '29.31', '40.50']"
GREENS ,"['40.37', '45.91', '3.99', '54.16']"
LAST_GREENS ,"['20.13', '17.10', '14.84']"
RESULTS:,10.83,10.08,7.33

OFFSETS ,"['42.52', '42.52', '40.41']"
GREENS ,"['27.57', '45.91', '2.25', '54.13']"
LAST_GREENS ,"['32.93', '18.84', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.51', '40.41']"
GREENS ,"['28.02', '45.55', '2.29', '54.13']"
LAST_GREENS ,"['32.48', '19.16', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.22', '42.54', '40.41']"
GREENS ,"['27.55', '45.87', '2.24', '54.12']"
LAST_GREENS ,"['32.95', '18.88', '14.88']"
RESULTS:,8.28,7.62,9.33

OFFSETS ,"['42.52', '30.47', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,9.47,8.49,7.67

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '43.01', '40.41']"
GREENS ,"['27.93', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.57', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['26.15', '29.31', '40.50']"
GREENS ,"['40.06', '45.87', '2.89', '54.16']"
LAST_GREENS ,"['20.44', '18.24', '14.84']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['42.51', '30.79', '40.41']"
GREENS ,"['41.34', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['19.16', '18.95', '14.88']"
RESULTS:,9.47,8.49,7.67

OFFSETS ,"['42.51', '30.50', '40.41']"
GREENS ,"['27.81', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['32.69', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['19.61', '18.30', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['24.28', '42.58', '40.41']"
GREENS ,"['40.90', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['19.60', '18.95', '14.88']"
RESULTS:,8.43,7.70,9.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['40.73', '45.90', '2.86', '54.13']"
LAST_GREENS ,"['19.77', '18.23', '14.87']"
RESULTS:,8.60,7.98,9.00

OFFSETS ,"['42.51', '30.50', '44.07']"
GREENS ,"['27.81', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.69', '18.97', '14.88']"
RESULTS:,9.95,9.08,8.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['28.31', '45.91', '2.84', '54.12']"
LAST_GREENS ,"['32.19', '18.25', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '35.33', '40.41']"
GREENS ,"['40.37', '45.87', '2.18', '54.16']"
LAST_GREENS ,"['20.13', '18.96', '14.84']"
RESULTS:,9.22,8.38,9.00

OFFSETS ,"['42.52', '42.50', '40.41']"
GREENS ,"['40.89', '45.91', '2.86', '54.13']"
LAST_GREENS ,"['19.61', '18.24', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '30.50', '40.41']"
GREENS ,"['42.45', '45.90', '2.80', '51.69']"
LAST_GREENS ,"['18.05', '18.30', '17.31']"
RESULTS:,10.11,9.13,7.67

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['19.61', '18.30', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['19.61', '18.96', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '30.50', '40.41']"
GREENS ,"['27.81', '45.90', '2.78', '54.13']"
LAST_GREENS ,"['32.69', '18.31', '14.87']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['25.92', '42.90', '40.41']"
GREENS ,"['39.88', '45.87', '3.87', '54.16']"
LAST_GREENS ,"['20.62', '17.26', '14.84']"
RESULTS:,9.84,8.77,11.00

OFFSETS ,"['42.51', '42.60', '40.41']"
GREENS ,"['27.43', '45.91', '2.14', '54.13']"
LAST_GREENS ,"['33.07', '18.95', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.91', '45.87', '2.14', '54.12']"
LAST_GREENS ,"['19.59', '18.99', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.92', '29.31', '40.41']"
GREENS ,"['40.36', '45.90', '3.95', '54.13']"
