OFFSETS ,"['31.28', '54.02', '0.01']"
LAST_GREENS ,"['33.80', '18.27', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['25.43', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['35.07', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.54', '30.05', '40.41']"
GREENS ,"['41.70', '45.77', '2.90', '54.12']"
LAST_GREENS ,"['18.80', '18.32', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['42.54', '30.06', '40.44']"
GREENS ,"['42.97', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['17.53', '18.27', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '43.02', '40.41']"
GREENS ,"['24.86', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['35.64', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['41.86', '30.04', '40.44']"
GREENS ,"['25.87', '45.90', '3.39', '54.12']"
LAST_GREENS ,"['34.63', '17.70', '14.88']"
RESULTS:,9.71,8.88,7.67

OFFSETS ,"['42.52', '42.47', '40.44']"
GREENS ,"['41.23', '45.90', '3.96', '54.12']"
LAST_GREENS ,"['19.27', '17.14', '14.88']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['42.52', '43.00', '40.44']"
GREENS ,"['41.94', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['18.56', '18.26', '14.88']"
RESULTS:,8.34,7.68,9.33

OFFSETS ,"['26.22', '28.91', '40.44']"
GREENS ,"['41.35', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.15', '17.18', '14.83']"
RESULTS:,10.27,9.15,8.33

OFFSETS ,"['25.92', '29.40', '40.46']"
GREENS ,"['40.57', '45.90', '3.91', '54.12']"
LAST_GREENS ,"['19.93', '17.18', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['44.15', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['16.35', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.54', '45.90', '2.87', '54.12']"
LAST_GREENS ,"['19.96', '18.23', '14.88']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['29.70', '29.35', '40.44']"
GREENS ,"['24.72', '45.87', '3.95', '57.18']"
LAST_GREENS ,"['35.78', '17.18', '11.82']"
RESULTS:,12.65,12.12,8.50

OFFSETS ,"['25.92', '29.32', '40.41']"
GREENS ,"['40.58', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.92', '17.18', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['26.22', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['34.28', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['26.06', '30.06', '40.41']"
GREENS ,"['40.56', '45.87', '3.85', '54.17']"
LAST_GREENS ,"['19.94', '17.28', '14.83']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['25.92', '30.04', '40.41']"
GREENS ,"['40.55', '45.87', '2.81', '54.17']"
LAST_GREENS ,"['19.95', '18.32', '14.83']"
RESULTS:,9.76,8.65,7.67

OFFSETS ,"['42.51', '30.06', '40.44']"
GREENS ,"['26.75', '45.91', '2.82', '54.12']"
LAST_GREENS ,"['33.75', '18.28', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['25.91', '29.45', '40.44']"
GREENS ,"['40.66', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.84', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['41.40', '45.87', '3.87', '54.12']"
LAST_GREENS ,"['19.10', '17.26', '14.88']"
RESULTS:,8.43,7.81,9.33

OFFSETS ,"['42.52', '42.99', '40.44']"
GREENS ,"['41.29', '45.90', '2.83', '54.17']"
LAST_GREENS ,"['19.21', '18.27', '14.83']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.99', '40.44']"
GREENS ,"['41.21', '45.90', '2.83', '54.13']"
LAST_GREENS ,"['19.29', '18.27', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.92', '29.32', '40.41']"
GREENS ,"['40.58', '45.87', '3.91', '54.17']"
LAST_GREENS ,"['19.92', '17.22', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.92', '29.40', '40.46']"
GREENS ,"['38.44', '45.90', '3.91', '54.12']"
LAST_GREENS ,"['22.06', '17.18', '14.88']"
RESULTS:,11.17,10.26,7.67

OFFSETS ,"['26.21', '29.32', '40.44']"
GREENS ,"['40.66', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.84', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['26.29', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['34.21', '18.30', '14.83']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['26.22', '29.29', '40.44']"
GREENS ,"['40.57', '45.87', '3.94', '54.17']"
LAST_GREENS ,"['19.93', '17.19', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.60', '43.00', '40.41']"
GREENS ,"['41.36', '45.87', '3.91', '54.12']"
LAST_GREENS ,"['19.14', '17.22', '14.88']"
RESULTS:,8.43,7.81,9.33

OFFSETS ,"['42.07', '42.29', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,9.63,8.93,9.00

OFFSETS ,"['25.91', '29.45', '40.44']"
GREENS ,"['40.66', '45.87', '3.90', '54.12']"
LAST_GREENS ,"['19.84', '17.23', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.75', '29.85', '40.41']"
GREENS ,"['40.45', '45.91', '2.23', '54.17']"
LAST_GREENS ,"['20.05', '18.86', '14.83']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '43.01', '40.44']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.92', '29.45', '40.44']"
GREENS ,"['40.58', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.92', '17.18', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '30.06', '40.44']"
GREENS ,"['41.20', '45.90', '2.17', '54.17']"
LAST_GREENS ,"['19.30', '18.93', '14.83']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['26.10', '42.53', '40.41']"
GREENS ,"['27.00', '45.87', '2.15', '54.12']"
LAST_GREENS ,"['33.50', '18.98', '14.88']"
RESULTS:,8.34,7.73,8.67

OFFSETS ,"['25.45', '42.99', '40.44']"
GREENS ,"['41.21', '45.90', '3.98', '54.13']"
LAST_GREENS ,"['19.29', '17.13', '14.87']"
RESULTS:,10.26,9.23,8.33

OFFSETS ,"['26.20', '29.45', '40.41']"
GREENS ,"['41.24', '45.87', '3.86', '54.17']"
LAST_GREENS ,"['19.26', '17.27', '14.83']"
RESULTS:,10.57,9.69,8.00

OFFSETS ,"['42.51', '30.06', '40.44']"
GREENS ,"['26.72', '45.91', '2.17', '54.12']"
LAST_GREENS ,"['33.78', '18.92', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '30.09', '40.44']"
GREENS ,"['26.75', '45.91', '2.12', '54.12']"
LAST_GREENS ,"['33.75', '18.98', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.91', '29.56', '40.41']"
GREENS ,"['27.74', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['32.76', '17.24', '14.83']"
RESULTS:,11.17,10.26,7.67

OFFSETS ,"['25.91', '42.64', '40.44']"
GREENS ,"['40.66', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.84', '17.24', '14.83']"
RESULTS:,8.81,8.19,9.33

OFFSETS ,"['41.46', '29.29', '40.41']"
GREENS ,"['40.39', '45.87', '3.90', '54.12']"
LAST_GREENS ,"['20.11', '17.23', '14.88']"
RESULTS:,10.49,9.69,7.33

OFFSETS ,"['42.63', '42.28', '40.41']"
GREENS ,"['27.29', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['33.21', '17.24', '14.83']"
RESULTS:,8.52,7.99,11.00

OFFSETS ,"['42.52', '42.50', '40.41']"
GREENS ,"['40.62', '45.90', '2.15', '54.16']"
LAST_GREENS ,"['19.88', '18.95', '14.84']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['25.44', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['35.06', '18.97', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.97', '42.89', '40.44']"
GREENS ,"['39.92', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['20.58', '18.30', '14.83']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.36', '38.12']"
GREENS ,"['40.89', '45.87', '3.88', '61.61']"
LAST_GREENS ,"['19.61', '17.25', '7.39']"
RESULTS:,30.30,28.33,35.67

OFFSETS ,"['42.52', '42.98', '40.44']"
GREENS ,"['41.26', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.24', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.36', '40.44']"
GREENS ,"['40.11', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.90', '29.36', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,10.29,9.14,7.67

OFFSETS ,"['42.67', '29.56', '40.41']"
GREENS ,"['26.96', '45.90', '2.77', '54.13']"
LAST_GREENS ,"['33.54', '18.33', '14.87']"
RESULTS:,11.12,10.18,8.00

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['26.19', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['34.31', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.73', '40.41']"
GREENS ,"['27.87', '45.91', '2.19', '54.13']"
LAST_GREENS ,"['32.63', '18.91', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.92', '40.44']"
GREENS ,"['41.26', '45.90', '2.84', '54.16']"
LAST_GREENS ,"['19.24', '18.26', '14.84']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.25', '54.13']"
LAST_GREENS ,"['32.64', '18.85', '14.87']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.70', '29.32', '40.50']"
GREENS ,"['40.37', '45.87', '3.88', '54.16']"
LAST_GREENS ,"['20.13', '17.25', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '29.94', '40.41']"
GREENS ,"['40.58', '45.91', '2.18', '54.16']"
LAST_GREENS ,"['19.92', '18.91', '14.84']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.51', '30.40', '40.44']"
GREENS ,"['41.17', '45.91', '2.85', '54.12']"
LAST_GREENS ,"['19.33', '18.24', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.51', '43.02', '40.44']"
GREENS ,"['41.16', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['19.34', '18.97', '14.88']"
RESULTS:,8.23,7.67,10.33

OFFSETS ,"['42.52', '42.36', '40.44']"
GREENS ,"['40.11', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['20.39', '18.26', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.80', '40.44']"
GREENS ,"['26.95', '45.87', '2.84', '54.12']"
LAST_GREENS ,"['33.55', '18.29', '14.88']"
RESULTS:,8.34,7.68,9.33

OFFSETS ,"['42.51', '42.54', '40.44']"
GREENS ,"['26.64', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['33.86', '18.30', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['42.52', '43.02', '40.41']"
GREENS ,"['27.87', '45.91', '2.19', '54.13']"
LAST_GREENS ,"['32.63', '18.91', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.36', '40.44']"
GREENS ,"['40.11', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.37', '40.44']"
GREENS ,"['27.57', '45.90', '2.79', '54.17']"
LAST_GREENS ,"['32.93', '18.30', '14.83']"
RESULTS:,8.71,8.19,10.00

OFFSETS ,"['42.37', '42.36', '40.44']"
GREENS ,"['40.11', '45.87', '2.84', '54.12']"
LAST_GREENS ,"['20.39', '18.29', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.73', '40.41']"
GREENS ,"['27.87', '45.87', '2.21', '54.13']"
LAST_GREENS ,"['32.63', '18.92', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['40.12', '45.91', '2.13', '54.12']"
LAST_GREENS ,"['20.38', '18.96', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.49', '42.78', '40.50']"
GREENS ,"['40.11', '45.90', '2.79', '54.12']"
LAST_GREENS ,"['20.39', '18.30', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.26', '54.12']"
LAST_GREENS ,"['32.64', '18.84', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.91', '29.56', '40.41']"
GREENS ,"['26.96', '45.91', '3.87', '54.13']"
LAST_GREENS ,"['33.54', '17.22', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '42.36', '40.44']"
GREENS ,"['40.53', '45.90', '2.79', '54.12']"
LAST_GREENS ,"['19.97', '18.30', '14.88']"
RESULTS:,8.71,8.19,10.00

OFFSETS ,"['42.52', '42.54', '40.41']"
GREENS ,"['40.76', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.74', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.91', '29.56', '40.50']"
GREENS ,"['26.96', '45.90', '3.87', '54.13']"
LAST_GREENS ,"['33.54', '17.22', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.26', '54.12']"
LAST_GREENS ,"['32.64', '18.83', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.73', '40.41']"
GREENS ,"['27.87', '45.90', '2.21', '54.12']"
LAST_GREENS ,"['32.63', '18.89', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.64', '40.44']"
GREENS ,"['40.53', '45.90', '2.10', '54.12']"
LAST_GREENS ,"['19.97', '19.00', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.15', '28.79', '40.50']"
GREENS ,"['40.37', '45.87', '3.88', '54.12']"
LAST_GREENS ,"['20.13', '17.25', '14.88']"
RESULTS:,10.54,9.57,8.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.87', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.29', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.91', '42.72', '40.41']"
GREENS ,"['26.89', '45.91', '2.79', '54.12']"
LAST_GREENS ,"['33.61', '18.30', '14.88']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['40.55', '45.90', '2.18', '54.12']"
LAST_GREENS ,"['19.95', '18.91', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.87', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.61', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['24.65', '43.01', '40.50']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,9.67,8.71,9.33

OFFSETS ,"['42.52', '42.64', '40.50']"
GREENS ,"['26.95', '45.87', '2.84', '54.16']"
LAST_GREENS ,"['33.55', '18.29', '14.84']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.85', '54.13']"
LAST_GREENS ,"['19.61', '18.24', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.25', '54.12']"
LAST_GREENS ,"['32.64', '18.84', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.81', '54.13']"
LAST_GREENS ,"['19.61', '18.29', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['43.79', '29.31', '40.41']"
GREENS ,"['40.37', '45.87', '3.92', '54.16']"
LAST_GREENS ,"['20.13', '17.21', '14.84']"
RESULTS:,10.96,10.21,7.67

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['40.44', '45.90', '3.98', '54.16']"
LAST_GREENS ,"['20.06', '17.12', '14.84']"
RESULTS:,8.60,7.98,9.00

OFFSETS ,"['42.52', '42.53', '39.54']"
GREENS ,"['40.89', '45.87', '2.81', '54.13']"
LAST_GREENS ,"['19.61', '18.33', '14.87']"
RESULTS:,8.82,8.15,8.67

OFFSETS ,"['25.92', '29.31', '40.50']"
GREENS ,"['36.55', '44.41', '3.92', '54.16']"
LAST_GREENS ,"['23.95', '18.67', '14.84']"
RESULTS:,10.64,9.43,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.53', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.97', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.18', '54.12']"
LAST_GREENS ,"['19.61', '18.91', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.36', '40.44']"
GREENS ,"['40.11', '45.87', '2.84', '54.12']"
LAST_GREENS ,"['20.39', '18.29', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.91', '2.25', '54.13']"
LAST_GREENS ,"['32.93', '18.85', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['28.38', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['32.12', '18.29', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '42.36', '40.50']"
GREENS ,"['28.43', '45.90', '3.86', '54.16']"
LAST_GREENS ,"['32.07', '17.24', '14.84']"
RESULTS:,10.34,9.59,8.67

OFFSETS ,"['42.52', '42.53', '40.50']"
GREENS ,"['40.89', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.61', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['41.09', '45.90', '2.81', '54.13']"
LAST_GREENS ,"['19.41', '18.29', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.85', '43.01', '40.41']"
GREENS ,"['27.57', '45.87', '2.17', '54.13']"
LAST_GREENS ,"['32.93', '18.96', '14.87']"
RESULTS:,10.12,9.08,10.00

OFFSETS ,"['42.52', '43.03', '40.41']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['19.61', '18.97', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.16', '54.12']"
LAST_GREENS ,"['19.61', '18.94', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['41.66', '43.01', '40.41']"
GREENS ,"['27.57', '45.30', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.86', '14.87']"
RESULTS:,8.23,7.76,8.67

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['28.17', '45.91', '2.86', '54.12']"
LAST_GREENS ,"['32.33', '18.23', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.52', '40.41']"
GREENS ,"['27.56', '45.91', '2.25', '54.13']"
LAST_GREENS ,"['32.94', '18.85', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['43.10', '42.57', '40.41']"
GREENS ,"['40.60', '39.13', '3.88', '54.16']"
LAST_GREENS ,"['19.90', '23.99', '14.84']"
RESULTS:,12.40,10.07,11.67

OFFSETS ,"['43.22', '29.31', '40.50']"
GREENS ,"['40.37', '45.87', '3.92', '54.16']"
LAST_GREENS ,"['20.13', '17.22', '14.84']"
RESULTS:,10.54,9.75,7.67

OFFSETS ,"['42.51', '42.57', '40.41']"
GREENS ,"['27.86', '45.91', '2.18', '54.12']"
LAST_GREENS ,"['32.64', '18.91', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.90', '45.90', '2.81', '54.13']"
LAST_GREENS ,"['19.60', '18.29', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.34', '29.31', '40.41']"
GREENS ,"['40.37', '45.90', '2.25', '54.12']"
LAST_GREENS ,"['20.13', '18.85', '14.88']"
RESULTS:,9.48,8.40,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['27.93', '45.87', '2.80', '54.13']"
LAST_GREENS ,"['32.57', '18.33', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.02', '40.41']"
GREENS ,"['27.93', '45.90', '2.09', '54.13']"
LAST_GREENS ,"['32.57', '19.01', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['27.94', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.56', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.54', '40.41']"
GREENS ,"['40.67', '45.90', '2.15', '54.13']"
LAST_GREENS ,"['19.83', '18.95', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.91', '2.82', '54.13']"
LAST_GREENS ,"['19.61', '18.27', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.95', '45.90', '2.12', '54.13']"
LAST_GREENS ,"['19.55', '18.98', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['28.36', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.14', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.31', '29.80', '40.50']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.91', '2.29', '54.13']"
LAST_GREENS ,"['32.93', '18.81', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.95', '45.90', '2.87', '54.13']"
LAST_GREENS ,"['19.55', '18.23', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '30.50', '40.41']"
GREENS ,"['27.81', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['32.69', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.22', '54.13']"
LAST_GREENS ,"['19.61', '18.88', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.92', '29.31', '40.41']"
GREENS ,"['40.37', '45.87', '2.81', '54.16']"
LAST_GREENS ,"['20.13', '18.32', '14.84']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['42.51', '42.75', '40.41']"
GREENS ,"['27.86', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['32.64', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.56', '45.87', '2.84', '54.12']"
LAST_GREENS ,"['32.94', '18.29', '14.88']"
RESULTS:,8.10,7.61,8.33

