OFFSETS ,"['21.03', '59.20', '7.74']"
GREENS ,"['25.64', '45.72', '2.83', '54.13']"
LAST_GREENS ,"['34.86', '18.45', '14.87']"
RESULTS:,9.33,8.49,8.00

OFFSETS ,"['25.92', '29.29', '40.50']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['26.06', '29.70', '40.44']"
GREENS ,"['40.57', '45.87', '3.87', '54.12']"
LAST_GREENS ,"['19.93', '17.26', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.54', '30.05', '40.41']"
GREENS ,"['25.84', '45.77', '3.49', '54.12']"
LAST_GREENS ,"['34.66', '17.73', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.44', '29.25', '40.44']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,10.24,9.46,7.33

OFFSETS ,"['41.70', '42.49', '40.41']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,9.15,8.69,10.33

OFFSETS ,"['26.74', '32.72', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,9.64,8.69,7.67

OFFSETS ,"['24.99', '29.30', '40.50']"
GREENS ,"['41.31', '45.90', '3.96', '54.12']"
LAST_GREENS ,"['19.19', '17.14', '14.88']"
RESULTS:,10.87,9.90,7.33

OFFSETS ,"['26.15', '43.00', '40.41']"
GREENS ,"['40.60', '45.90', '4.07', '54.12']"
LAST_GREENS ,"['19.90', '17.02', '14.88']"
RESULTS:,10.85,9.90,9.00

OFFSETS ,"['41.93', '30.06', '40.44']"
GREENS ,"['25.87', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.27', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['42.54', '30.05', '40.41']"
GREENS ,"['41.61', '45.77', '3.49', '54.12']"
LAST_GREENS ,"['18.89', '17.73', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['41.76', '30.10', '40.41']"
GREENS ,"['41.81', '45.77', '2.81', '54.12']"
LAST_GREENS ,"['18.69', '18.41', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['42.52', '43.00', '40.44']"
GREENS ,"['41.36', '45.90', '3.45', '54.12']"
LAST_GREENS ,"['19.14', '17.64', '14.88']"
RESULTS:,8.60,7.98,9.00

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.57', '45.87', '3.91', '54.17']"
LAST_GREENS ,"['19.93', '17.22', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['41.60', '45.76', '2.80', '54.12']"
LAST_GREENS ,"['18.90', '18.44', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.85', '30.05', '40.50']"
GREENS ,"['40.61', '45.77', '3.49', '54.16']"
LAST_GREENS ,"['19.89', '17.74', '14.84']"
RESULTS:,11.35,10.57,7.67

OFFSETS ,"['26.10', '29.29', '40.41']"
GREENS ,"['40.19', '45.77', '3.90', '54.17']"
LAST_GREENS ,"['20.31', '17.33', '14.83']"
RESULTS:,10.57,9.69,8.00

OFFSETS ,"['41.86', '30.06', '40.44']"
GREENS ,"['25.88', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.62', '18.27', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['42.88', '30.06', '40.41']"
GREENS ,"['25.99', '45.77', '3.46', '54.12']"
LAST_GREENS ,"['34.51', '17.77', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['43.16', '30.13', '40.44']"
GREENS ,"['40.66', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.84', '17.24', '14.83']"
RESULTS:,9.97,9.36,7.67

OFFSETS ,"['25.47', '42.53', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,9.38,8.59,8.33

OFFSETS ,"['42.87', '30.12', '40.41']"
GREENS ,"['26.31', '45.77', '3.49', '54.17']"
LAST_GREENS ,"['34.19', '17.73', '14.83']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.54', '30.05', '40.41']"
GREENS ,"['41.70', '45.77', '3.47', '54.12']"
LAST_GREENS ,"['18.80', '17.76', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.50', '42.53', '40.44']"
GREENS ,"['41.23', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.27', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['41.60', '43.12', '40.44']"
GREENS ,"['40.54', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.96', '17.18', '14.83']"
RESULTS:,9.65,8.85,8.00

OFFSETS ,"['27.14', '29.20', '40.41']"
GREENS ,"['41.39', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.11', '18.26', '14.88']"
RESULTS:,9.74,8.68,8.00

OFFSETS ,"['42.87', '31.01', '40.41']"
GREENS ,"['26.00', '45.77', '3.46', '54.13']"
LAST_GREENS ,"['34.50', '17.77', '14.87']"
RESULTS:,9.61,8.74,7.67

OFFSETS ,"['41.86', '30.04', '40.44']"
GREENS ,"['26.23', '45.87', '3.90', '54.12']"
LAST_GREENS ,"['34.27', '17.22', '14.88']"
RESULTS:,9.71,8.88,7.67

OFFSETS ,"['25.98', '29.32', '40.44']"
GREENS ,"['26.87', '45.87', '3.89', '54.12']"
LAST_GREENS ,"['33.63', '17.24', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.62', '29.29', '40.45']"
GREENS ,"['40.46', '45.91', '2.28', '54.17']"
LAST_GREENS ,"['20.04', '18.81', '14.83']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['42.54', '29.31', '40.44']"
GREENS ,"['42.99', '45.90', '3.92', '54.12']"
LAST_GREENS ,"['17.51', '17.18', '14.88']"
RESULTS:,10.34,9.53,7.67

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['25.44', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['35.06', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.41', '29.32', '40.44']"
GREENS ,"['25.33', '45.90', '2.81', '54.12']"
LAST_GREENS ,"['35.17', '18.30', '14.88']"
RESULTS:,9.31,8.52,7.67

OFFSETS ,"['42.50', '42.63', '40.44']"
GREENS ,"['25.42', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['35.08', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.98', '30.04', '40.44']"
GREENS ,"['39.05', '45.91', '3.89', '54.17']"
LAST_GREENS ,"['21.45', '17.21', '14.83']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['42.52', '42.99', '40.44']"
GREENS ,"['26.84', '45.91', '2.83', '54.13']"
LAST_GREENS ,"['33.66', '18.26', '14.87']"
RESULTS:,8.34,7.68,9.33

OFFSETS ,"['42.39', '29.32', '40.44']"
GREENS ,"['40.76', '45.90', '3.89', '54.12']"
LAST_GREENS ,"['19.74', '17.21', '14.88']"
RESULTS:,10.24,9.46,7.33

OFFSETS ,"['25.91', '29.45', '40.41']"
GREENS ,"['40.66', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.84', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.77', '29.76', '40.44']"
GREENS ,"['40.89', '45.91', '2.15', '54.17']"
LAST_GREENS ,"['19.61', '18.94', '14.83']"
RESULTS:,9.63,8.72,8.33

OFFSETS ,"['26.22', '29.29', '40.44']"
GREENS ,"['40.57', '45.87', '3.94', '54.17']"
LAST_GREENS ,"['19.93', '17.19', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.50', '42.53', '40.44']"
GREENS ,"['25.42', '45.90', '2.79', '54.12']"
LAST_GREENS ,"['35.08', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['25.43', '45.90', '2.18', '54.12']"
LAST_GREENS ,"['35.07', '18.92', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.51', '42.53', '40.44']"
GREENS ,"['41.23', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.27', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.91', '29.56', '40.41']"
GREENS ,"['26.96', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['33.54', '17.24', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '42.52', '40.44']"
GREENS ,"['39.92', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.58', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['26.22', '29.32', '40.50']"
GREENS ,"['40.58', '45.87', '4.00', '54.16']"
LAST_GREENS ,"['19.92', '17.13', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.52', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.61', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.91', '29.45', '40.41']"
GREENS ,"['40.66', '45.87', '4.01', '54.17']"
LAST_GREENS ,"['19.84', '17.12', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '43.01', '40.44']"
GREENS ,"['27.59', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.91', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['41.26', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.24', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.77', '29.45', '40.41']"
GREENS ,"['40.89', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.61', '17.23', '14.83']"
RESULTS:,10.57,9.69,8.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.61', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.32', '40.44']"
GREENS ,"['40.61', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.89', '17.18', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '42.53', '40.44']"
GREENS ,"['39.92', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['20.58', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '29.86', '40.44']"
GREENS ,"['41.24', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['19.26', '18.30', '14.83']"
RESULTS:,11.12,10.18,8.00

OFFSETS ,"['25.92', '42.82', '40.41']"
GREENS ,"['40.58', '45.87', '2.82', '54.17']"
LAST_GREENS ,"['19.92', '18.31', '14.83']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['25.91', '29.45', '40.41']"
GREENS ,"['40.66', '45.90', '3.99', '54.17']"
LAST_GREENS ,"['19.84', '17.11', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '30.06', '40.44']"
GREENS ,"['41.20', '45.87', '2.08', '54.17']"
LAST_GREENS ,"['19.30', '19.05', '14.83']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.80', '28.31', '40.44']"
GREENS ,"['40.57', '45.90', '2.15', '54.83']"
LAST_GREENS ,"['19.93', '18.95', '14.17']"
RESULTS:,10.64,9.48,7.33

OFFSETS ,"['42.52', '43.07', '40.44']"
GREENS ,"['28.02', '45.90', '2.83', '54.13']"
LAST_GREENS ,"['32.48', '18.27', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['41.67', '45.90', '2.82', '54.12']"
LAST_GREENS ,"['18.83', '18.28', '14.88']"
RESULTS:,8.36,7.85,9.00

OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['40.61', '45.87', '3.89', '54.16']"
LAST_GREENS ,"['19.89', '17.24', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.91', '29.56', '40.41']"
GREENS ,"['26.96', '45.87', '3.89', '54.13']"
LAST_GREENS ,"['33.54', '17.23', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.51', '30.26', '40.44']"
GREENS ,"['27.86', '45.91', '2.12', '54.12']"
LAST_GREENS ,"['32.64', '18.98', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.51', '30.40', '40.44']"
GREENS ,"['26.75', '45.91', '2.17', '54.12']"
LAST_GREENS ,"['33.75', '18.92', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['41.94', '43.16', '40.44']"
GREENS ,"['27.57', '45.90', '3.89', '54.12']"
LAST_GREENS ,"['32.93', '17.21', '14.88']"
RESULTS:,9.65,8.85,8.00

OFFSETS ,"['42.51', '42.27', '40.41']"
GREENS ,"['40.58', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.92', '18.93', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '30.27', '40.44']"
GREENS ,"['27.86', '45.87', '2.12', '54.12']"
LAST_GREENS ,"['32.64', '19.01', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.51', '42.52', '40.44']"
GREENS ,"['39.91', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['20.59', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.54', '42.46', '40.41']"
GREENS ,"['40.58', '45.87', '3.89', '54.17']"
LAST_GREENS ,"['19.92', '17.24', '14.83']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['42.51', '42.52', '40.44']"
GREENS ,"['39.92', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['20.58', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.76', '42.53', '40.41']"
GREENS ,"['40.89', '45.87', '3.92', '54.12']"
LAST_GREENS ,"['19.61', '17.20', '14.88']"
RESULTS:,9.83,9.01,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['25.92', '42.68', '40.50']"
GREENS ,"['40.61', '45.90', '3.89', '54.16']"
LAST_GREENS ,"['19.89', '17.20', '14.84']"
RESULTS:,8.81,8.19,9.33

OFFSETS ,"['42.28', '29.32', '40.50']"
GREENS ,"['40.61', '45.90', '2.77', '54.12']"
LAST_GREENS ,"['19.89', '18.32', '14.88']"
RESULTS:,9.31,8.52,7.67

OFFSETS ,"['42.51', '42.27', '40.41']"
GREENS ,"['40.61', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.89', '18.93', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.44']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '30.06', '40.41']"
GREENS ,"['27.34', '45.91', '2.25', '54.12']"
LAST_GREENS ,"['33.16', '18.84', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['26.15', '42.53', '53.32']"
GREENS ,"['41.23', '45.87', '3.91', '54.16']"
LAST_GREENS ,"['19.27', '17.23', '14.84']"
RESULTS:,11.32,10.31,10.00

OFFSETS ,"['25.92', '29.31', '40.50']"
GREENS ,"['40.58', '45.91', '3.88', '54.16']"
LAST_GREENS ,"['19.92', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['27.42', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['33.08', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '30.06', '40.41']"
GREENS ,"['27.34', '45.90', '2.25', '54.12']"
LAST_GREENS ,"['33.16', '18.85', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.51', '30.26', '40.41']"
GREENS ,"['27.86', '45.91', '2.25', '54.13']"
LAST_GREENS ,"['32.64', '18.85', '14.87']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.70', '29.32', '40.50']"
GREENS ,"['40.58', '45.90', '3.88', '54.16']"
LAST_GREENS ,"['19.92', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.92', '30.27', '40.50']"
GREENS ,"['40.61', '45.91', '2.07', '54.16']"
LAST_GREENS ,"['19.89', '19.03', '14.84']"
RESULTS:,9.76,8.65,7.67

OFFSETS ,"['42.51', '42.53', '40.44']"
GREENS ,"['39.92', '45.90', '2.80', '54.17']"
LAST_GREENS ,"['20.58', '18.30', '14.83']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.77', '40.44']"
GREENS ,"['41.26', '45.90', '2.25', '54.12']"
LAST_GREENS ,"['19.24', '18.84', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.61', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.36', '40.41']"
GREENS ,"['40.58', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['19.92', '18.26', '14.88']"
RESULTS:,8.71,8.19,10.00

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.93', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['19.61', '18.26', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['26.97', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['33.53', '18.26', '14.88']"
RESULTS:,8.34,7.68,9.33

OFFSETS ,"['42.52', '42.64', '40.44']"
GREENS ,"['27.55', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.95', '18.26', '14.88']"
RESULTS:,8.71,8.19,10.00

OFFSETS ,"['26.28', '43.16', '40.45']"
GREENS ,"['28.47', '45.90', '2.84', '54.16']"
LAST_GREENS ,"['32.03', '18.26', '14.84']"
RESULTS:,8.71,7.91,9.33

OFFSETS ,"['42.52', '42.72', '40.41']"
GREENS ,"['27.29', '45.90', '2.19', '54.12']"
LAST_GREENS ,"['33.21', '18.91', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.37', '40.44']"
GREENS ,"['40.69', '45.91', '2.84', '54.13']"
LAST_GREENS ,"['19.81', '18.26', '14.87']"
RESULTS:,8.71,8.19,10.00

OFFSETS ,"['42.52', '43.01', '40.53']"
GREENS ,"['27.70', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.80', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['26.06', '29.31', '40.41']"
GREENS ,"['40.37', '45.91', '3.88', '54.16']"
LAST_GREENS ,"['20.13', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.74', '40.41']"
GREENS ,"['27.87', '45.87', '2.21', '54.12']"
LAST_GREENS ,"['32.63', '18.92', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.51', '42.52', '40.44']"
GREENS ,"['39.92', '45.90', '3.91', '54.12']"
LAST_GREENS ,"['20.58', '17.19', '14.88']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['42.63', '29.38', '40.50']"
GREENS ,"['40.61', '45.87', '2.90', '54.12']"
LAST_GREENS ,"['19.89', '18.24', '14.88']"
RESULTS:,9.31,8.52,7.67

OFFSETS ,"['42.52', '29.32', '40.50']"
GREENS ,"['40.37', '45.87', '3.86', '54.16']"
LAST_GREENS ,"['20.13', '17.27', '14.84']"
RESULTS:,10.83,10.08,7.33

OFFSETS ,"['26.06', '29.45', '40.41']"
GREENS ,"['40.36', '45.90', '3.88', '54.16']"
LAST_GREENS ,"['20.14', '17.21', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['19.61', '18.98', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.18', '54.12']"
LAST_GREENS ,"['19.61', '18.91', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '30.32', '40.41']"
GREENS ,"['26.95', '45.90', '2.85', '54.12']"
LAST_GREENS ,"['33.55', '18.25', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['26.79', '29.24', '38.91']"
GREENS ,"['40.61', '47.01', '4.97', '52.30']"
LAST_GREENS ,"['19.89', '15.02', '16.70']"
RESULTS:,13.51,12.85,12.50

OFFSETS ,"['42.52', '43.01', '40.41']"
GREENS ,"['27.93', '45.87', '2.84', '54.13']"
LAST_GREENS ,"['32.57', '18.29', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['43.18', '29.40', '40.50']"
GREENS ,"['40.37', '45.90', '2.12', '54.12']"
LAST_GREENS ,"['20.13', '18.98', '14.88']"
RESULTS:,9.72,8.69,7.33

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.21', '54.13']"
LAST_GREENS ,"['19.61', '18.89', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['19.61', '18.29', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.38', '43.01', '40.41']"
GREENS ,"['27.57', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.93', '18.26', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['26.06', '29.28', '40.41']"
GREENS ,"['27.10', '45.90', '3.56', '60.59']"
LAST_GREENS ,"['33.40', '17.54', '8.41']"
RESULTS:,30.08,26.43,26.67

OFFSETS ,"['25.40', '42.45', '40.41']"
GREENS ,"['40.89', '45.91', '3.88', '54.16']"
LAST_GREENS ,"['19.61', '17.21', '14.84']"
RESULTS:,10.01,9.34,9.00

OFFSETS ,"['42.51', '30.64', '40.41']"
GREENS ,"['28.01', '45.90', '2.26', '54.12']"
LAST_GREENS ,"['32.49', '18.84', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.51', '42.92', '40.41']"
GREENS ,"['40.58', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.92', '18.93', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '30.26', '40.41']"
GREENS ,"['27.86', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['32.64', '18.25', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['26.06', '29.31', '40.50']"
GREENS ,"['40.89', '45.91', '2.80', '54.16']"
LAST_GREENS ,"['19.61', '18.30', '14.84']"
RESULTS:,9.73,8.81,7.67

OFFSETS ,"['42.51', '42.92', '40.41']"
GREENS ,"['40.58', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['19.92', '18.95', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.51', '42.29', '40.41']"
GREENS ,"['40.89', '45.90', '2.25', '54.12']"
LAST_GREENS ,"['19.61', '18.85', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.38', '45.90', '3.89', '54.13']"
LAST_GREENS ,"['20.12', '17.20', '14.87']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['19.61', '18.93', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.53', '43.01', '40.42']"
GREENS ,"['27.57', '45.87', '2.84', '54.16']"
LAST_GREENS ,"['32.93', '18.28', '14.84']"
RESULTS:,9.41,8.44,9.67

OFFSETS ,"['42.52', '42.54', '40.41']"
GREENS ,"['40.89', '45.90', '2.18', '54.12']"
LAST_GREENS ,"['19.61', '18.91', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['25.87', '43.01', '40.41']"
GREENS ,"['40.38', '45.90', '2.17', '54.12']"
LAST_GREENS ,"['20.12', '18.93', '14.88']"
RESULTS:,10.12,9.08,10.00

OFFSETS ,"['42.52', '43.25', '40.50']"
GREENS ,"['40.35', '45.91', '2.76', '54.12']"
LAST_GREENS ,"['20.15', '18.33', '14.88']"
RESULTS:,8.60,7.98,9.00

OFFSETS ,"['25.92', '29.23', '40.41']"
GREENS ,"['40.37', '45.87', '2.18', '54.12']"
LAST_GREENS ,"['20.13', '18.96', '14.88']"
RESULTS:,10.29,9.14,7.67

OFFSETS ,"['42.52', '42.51', '40.41']"
GREENS ,"['27.52', '45.90', '2.84', '54.13']"
LAST_GREENS ,"['32.98', '18.26', '14.87']"
RESULTS:,8.71,8.19,10.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['19.61', '18.29', '14.87']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['26.06', '28.95', '40.41']"
GREENS ,"['40.90', '45.90', '3.92', '54.16']"
LAST_GREENS ,"['19.60', '17.17', '14.84']"
RESULTS:,10.12,9.19,7.67

OFFSETS ,"['42.51', '30.58', '40.41']"
GREENS ,"['27.81', '45.91', '3.92', '54.16']"
LAST_GREENS ,"['32.69', '17.17', '14.84']"
RESULTS:,10.04,9.50,7.33

OFFSETS ,"['42.51', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.14', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.02', '40.41']"
GREENS ,"['40.89', '45.90', '2.80', '54.13']"
LAST_GREENS ,"['19.61', '18.30', '14.87']"
